"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
2138243,0.164190871816617,0.164058903976469,0.164221136279194,0.164388353915616,0.16422955313483,0.164324312959869,0.164555041405826,0.164011737094161,0.164704190868223,0.164410742556716,0.163904414878674,0.164552412178807,0.163983855693842,0.164274872275067,0.164567696779553,0.164503873420307,0.164048339387562,0.163997370906161,0.164181263608011,0.164262629106379,0.164135004526608,0.164184022217445,0.164246114941535,0.16404335001809,0.164134267514254,0.164174816903638,0.164449434556064,0.164074225338642,0.164119759805788,0.164521520506264,0.164304688842664,0.164144203061069,0.164260418156993,0.164703096002379,0.164120920776043,0.16436305938789,0.163807353251858,0.164108106354462,0.164407173779374,0.164208877677051,0.163731528022522,0.164118245283292,0.163951929236635,0.164620632210643,0.163835730347606,0.164368496743084,0.16452983085988,0.164282644824926,0.164789559331805,0.164289695463855,0.164005292160726,0.164137730962643,0.164814034410344,0.164041928189522,0.164037584225221,0.164311968415179,0.16416275304025,0.164411644116441,0.164356753545943,0.16427095919682,0.16414095939448,0.164434016246998,0.164174950690497,0.164547743985097,0.163790800116531,0.164690059457272,0.163910010915617,0.16403592054849,0.164610882123102,0.164201320247478,0.164171625843596,0.164121021022934,0.164405900975946,0.164058942895206,0.164396945414827,0.164180218032025,0.164448397359681,0.163937045774278,0.164206315043172,0.164922589419884,0.164401515962796,0.164320777603204,0.164401866405135,0.164147181861829,0.163925998818579,0.163974787371534,0.164134393768,0.164224515986437,0.164172800318462,0.164105150251778,0.164592929302635,0.16445046660604,0.164121448089988,0.163881373649448,0.164446681837562
3031449,0.10953281036075,0.109441180165297,0.109787005325474,0.109837367394971,0.109545758283645,0.109632665599492,0.109349583477104,0.109879988423456,0.109365147169504,0.10963887177321,0.109455782027683,0.109849912770565,0.109469909151785,0.109505997437408,0.109623136903679,0.109754861066068,0.110053054602731,0.109765786213512,0.109423118416665,0.109751086313586,0.109662240650178,0.109913613449802,0.109330084077204,0.109513666086015,0.109600012231819,0.109416656529252,0.109208439717615,0.109490397730286,0.109508107815406,0.109874457761334,0.10951621123497,0.109487579132264,0.109636475074671,0.109995362640601,0.109874564940212,0.109447075362409,0.109409550392758,0.10976781343969,0.11002328419515,0.109623131931475,0.109738865450084,0.109684597996195,0.109774529626131,0.109923256963743,0.109830881664012,0.109561541673884,0.109563722772604,0.109575608215504,0.109739972079413,0.109533178882808,0.109455729844255,0.109700194107387,0.10948521033252,0.109176722528653,0.109595854228688,0.109689717874071,0.109596339792246,0.109433559124324,0.109406882379855,0.109421273340802,0.109584552402865,0.109398621179069,0.109845292720446,0.109755102767256,0.109444411221393,0.109527293602924,0.110130192944137,0.109629348874387,0.109698549105257,0.109469971592198,0.109569995887612,0.109485833830956,0.109608967228545,0.109966357693324,0.109378631086336,0.109782067844065,0.10964210833889,0.109655298808211,0.109851147072933,0.109852232077451,0.109788721174114,0.109681778588233,0.109542053187991,0.109660386237392,0.109552991766448,0.10950915315209,0.109488194443234,0.109411541302153,0.109722983243139,0.109994493732864,0.10959258733804,0.109712848700335,0.109966946868494,0.109339781443828,0.109303829097738
795747,0.0979930358163152,0.0979680356097434,0.0976369271715735,0.097708903732732,0.0982491355150229,0.0979723869932354,0.0983018681914527,0.0980047362428201,0.0979642954226465,0.0979910944162933,0.0985525537865478,0.0984246100975742,0.0982826603802159,0.0978772072474794,0.0979198915885627,0.0982069169125064,0.0978380165066259,0.0980590114502778,0.0983792981699064,0.0978773517836018,0.0983271187211403,0.0982582295363907,0.0983460133572525,0.0979707533539237,0.0987027718904058,0.0980837599597044,0.098269992591368,0.0979160896662108,0.0984127456536413,0.0980309177225738,0.0980896758938254,0.0981692389167714,0.0981822870576931,0.097937776218934,0.0980349081636169,0.0979049218310292,0.0979622670499286,0.0980151303476817,0.0978537028424821,0.0978414848406213,0.0981285752359305,0.0980633282771148,0.0983070324107651,0.0982145249165228,0.0983357537711984,0.097827648669371,0.0980748898950783,0.0982246682578554,0.0980901938855144,0.0979552093476144,0.098207565141434,0.0981135211138251,0.0978279294465528,0.0984643237036567,0.0980369818408894,0.0981547147617565,0.0979156701803531,0.0982166746550095,0.0981056197272414,0.0979160109073227,0.0982854285792976,0.0982016356944205,0.0978400012496948,0.0977964885011613,0.0985298159814824,0.0977549460800887,0.0982987744689928,0.0980793839618429,0.0981449024597516,0.0980164419548697,0.098147612466386,0.0978776665278536,0.0980390479114552,0.0980109723947589,0.0982834436587226,0.098247766014756,0.0983195706605617,0.0980093801300644,0.098246969527956,0.0979498934883317,0.0977226603005284,0.0980508361893753,0.0979236385220782,0.0980180806553098,0.0981793660081132,0.098106163441448,0.0981076365588512,0.0981650405118399,0.0979363041404102,0.0977113096322188,0.0977238723505516,0.0978467985197766,0.09796230657654,0.0978735397280212,0.0981854366744772
1313211,0.0937239696565702,0.0941923220046124,0.0938186780941619,0.0935502917762299,0.0936421000969457,0.0935911684164482,0.0934203554000099,0.0934586191380545,0.093776293477276,0.0935448482193196,0.0936449899156774,0.0938476217193988,0.0938497273093857,0.0936280107036171,0.0932864559587546,0.0936181570257977,0.0936759453196936,0.0936102058947326,0.093777093426963,0.0936540233415233,0.0937829419230022,0.0934615603981942,0.0939076447576026,0.093941971548855,0.0936411286183068,0.0935148394648813,0.0937566968522498,0.0936030348675237,0.0938087614588074,0.0939072849258841,0.0937457405135681,0.0938609006047882,0.093388512958557,0.0940055124010945,0.0937075709018229,0.0940172953527678,0.0939905123461137,0.093620800476904,0.093668165885845,0.0937462333754486,0.0937055733272224,0.0941475704330331,0.0939882048233641,0.0932771297958309,0.0937540991286424,0.0937079961274192,0.0935185967573405,0.0935147840763771,0.0939093681444988,0.0937147589788358,0.0938696427907668,0.0934784145734339,0.0934477676595504,0.0939305564361039,0.0936084601532733,0.0939067650884181,0.0936105129390174,0.0939174063102133,0.0933255203525474,0.0938511491160082,0.0934148000161013,0.0935976531558208,0.093551574985386,0.0938891377279968,0.0935575139477379,0.0934611796612778,0.0935978765153172,0.0937874563283135,0.0933249569689819,0.0937104136191179,0.0937566702680964,0.0939322102026998,0.093491008108557,0.0930440244855285,0.0934529806687319,0.0934822441425262,0.0937750133274894,0.0937921696589121,0.0932888551580472,0.0935532888962072,0.0941552895452373,0.0935859132685873,0.0938465710214696,0.0938361916228676,0.0938396739054359,0.0933241674396878,0.0933672867641462,0.0936169434515263,0.0938085652606857,0.0935591527633716,0.0937655615086913,0.093623582873994,0.0937706683761337,0.0939958397628651,0.093204138557581
2008785,0.0894502319597817,0.0892191881149163,0.0892338651252284,0.0893103799414312,0.0892907457769454,0.0893220791340815,0.0894353526889141,0.0896658223676567,0.0895540811175155,0.0895764349387937,0.0891328321222362,0.0886087416459917,0.0892863333558371,0.0890656499309544,0.0892621138428214,0.0892519389467547,0.0893185873242334,0.0890126470150726,0.0894333182950511,0.0892007063882064,0.0893209261563519,0.0892878922822458,0.0893763373462727,0.0892609746805416,0.0892653409219151,0.0896533395086065,0.089421728721613,0.089593684400431,0.0892337123415133,0.0890295177825712,0.0891806822289781,0.0894903684326582,0.0893196338079417,0.0892754962110152,0.089598194286502,0.0892105535471963,0.0897626806143288,0.0894693834515117,0.0889309558068473,0.0891748805669825,0.089345069577692,0.0893429004425281,0.0891179011075051,0.08917755138325,0.0895038883163122,0.089371484431124,0.0894367285699859,0.088714813069838,0.0889185213820411,0.0894895298212627,0.0895897994647437,0.0892726330451972,0.0892241663449133,0.0891565755827469,0.089458701427423,0.0894742133306525,0.0893154466983255,0.0896720352180048,0.0889130591833295,0.0893835241663536,0.0895173084922096,0.0888362481477872,0.0895562514747631,0.0893180786720495,0.0891552463190536,0.0892828211613736,0.0891282416280049,0.0893705648142241,0.0894208325524692,0.0894854415644832,0.0888267498044762,0.089357172106342,0.0893843838553647,0.0893319880158065,0.0895313603450062,0.0890192671130231,0.0890074245384337,0.0889866628925264,0.0895167190080213,0.0893745048795699,0.0891121796797254,0.0886699935145461,0.0892759281849666,0.0891254280545154,0.0892340221222463,0.0892591096602459,0.0892230392968549,0.089338510256955,0.0892381966861212,0.0895693193765788,0.0894370245349705,0.089460112503546,0.0891987117169812,0.0895457040679043,0.0894857771023199
388447,0.066879161710645,0.0668934148994921,0.0667250561162004,0.0667960621295312,0.067319437163615,0.0673137850703349,0.0667145216148272,0.0671266300639456,0.0667902864613672,0.0667704953229103,0.0669624175538494,0.0671074894579502,0.0671029655674501,0.0673595710583955,0.0673758341247344,0.0670417446681294,0.0672005855231427,0.0670668715162736,0.0671706125811577,0.0669863755801256,0.0670284163487018,0.0671603876645798,0.0671018220329825,0.0671460439394557,0.06682213697162,0.0671287373471632,0.0673121666880966,0.0670769545980156,0.0668735111352512,0.0670429600636163,0.0670917263735547,0.0673206131183813,0.0669584616118315,0.0666161649489755,0.0669065956786933,0.066968383274036,0.0672938419876699,0.0670358347138272,0.067334552684393,0.0670647058239637,0.0668701568416448,0.0670326515126999,0.067286500185001,0.0669595777793473,0.0667267872200881,0.0670873599982812,0.0671160857262391,0.0671302168814426,0.066769194844691,0.0668842404503688,0.0671161208787124,0.0673566480868796,0.0673015802013391,0.0672731883598554,0.0672310044224694,0.0668312088914452,0.0670351900101784,0.0667185427722822,0.0668940993265318,0.0669060681854335,0.0670073352499472,0.0671450560598905,0.0669573303231037,0.0668268959809683,0.0668443520782664,0.0669055216031048,0.0671620593622363,0.0671960431857158,0.0669201577679582,0.0670976274410844,0.0672198198955503,0.0669939874072062,0.0673533690022599,0.0669311864463943,0.0669658477792111,0.0671467436481738,0.0669700516158512,0.0670866484786149,0.0669198304728652,0.0671282820569004,0.0669165410764798,0.0672072116076056,0.0667525945622019,0.0673306391468197,0.0672017122204274,0.0668389886776734,0.0673357421444926,0.0669462921413023,0.0668567563517361,0.0670159038111361,0.0670471046338181,0.0672376065039345,0.0671666803608429,0.0669209968584391,0.0674045660920953
1497346,0.0503918700881483,0.0504642018264689,0.0502151964208671,0.0504547865919255,0.0504646893750177,0.0502730523521164,0.0502476955685907,0.0503989471260386,0.0502883845472483,0.0503099150111974,0.0502601797147877,0.0500225013953787,0.0502771609522367,0.0504044986072597,0.0504491614151873,0.0503033949367825,0.0502642611649077,0.0504900098535097,0.050040211059022,0.0505089606652107,0.0503946829927698,0.0503713875812205,0.0502928653251778,0.0503959534871462,0.0499822711430271,0.0501496673218123,0.0499600484928638,0.050181927960426,0.0503524085765223,0.0502496321586218,0.0500971162906466,0.0503082365402121,0.0503310954144742,0.0502163649068505,0.0501128570936283,0.0503443843105121,0.0503953189119287,0.0503243231186927,0.0502607767432715,0.0501200356774677,0.0503799816241045,0.0502052898190985,0.0502093364908548,0.0502330786597855,0.0502014428932821,0.0503858481609941,0.050358704007881,0.0503621593915515,0.0503475548817174,0.0501641876238122,0.0501645959558414,0.0503862831751974,0.0502523801900385,0.0501116535288855,0.0502207674490305,0.0503389217206596,0.0503318930111748,0.0502899864679398,0.050429847727145,0.0500994497826546,0.0504611808008113,0.0502714912905394,0.0503832534323442,0.0505130205475186,0.0504466732539747,0.0503023169619309,0.0502352353496208,0.0502302262484192,0.0502522927940086,0.0503501527425947,0.0504562772425081,0.0503190479472565,0.0504255608292774,0.0503545511267503,0.0503475485164923,0.0502506422468919,0.0504750492301141,0.0502941155369573,0.0500909843071745,0.0499820427680328,0.0501056524725813,0.0505246705036674,0.0503806259403553,0.0503518941092138,0.0502446829060714,0.0501363145763593,0.0501121032593318,0.0503450374455322,0.0501548625331032,0.0503658997618902,0.0504491040810224,0.0504820212328324,0.050399314043798,0.0504356891418091,0.050301717843365
3031419,0.0498104434007352,0.0498048148051585,0.0498776492796161,0.0497620952046211,0.0496572367118382,0.0496248048687474,0.0494975230443141,0.0497022420046855,0.0499217783498006,0.0498879383626084,0.0497641400651602,0.0498084459133667,0.0497247549068801,0.0494917774155671,0.0497182491985375,0.0496052026323304,0.0497721653900508,0.0498323635784756,0.0497842333418332,0.0498655615843116,0.0495885747593044,0.0497615485524001,0.0496168975727841,0.0495985355112173,0.0498271891497939,0.0496664912771823,0.0495620641305879,0.0500699653187785,0.0496488728340544,0.0497823902785119,0.0499482194605935,0.0497786463977505,0.0498979954111182,0.0494253922998139,0.0497609324925049,0.0498236223996608,0.0496629386119345,0.0496827736672743,0.0498370730580638,0.0496400347699328,0.0497550000323266,0.0498871818317649,0.0496854341688197,0.0496972656487843,0.0496621146819076,0.0496688030314627,0.0497383655627665,0.0499081010836306,0.0494956362212352,0.0497930586800076,0.0499183408913504,0.0496231196985832,0.0497980016762565,0.0496122065132399,0.0496991994554332,0.0498197940373176,0.0498663615148072,0.049814054478573,0.0500509716725933,0.0498128900005302,0.0498870440715263,0.0498304584991891,0.0499413383408822,0.0496060761566322,0.0500593351500551,0.0491963244057417,0.0494745158983836,0.0498410744642127,0.0499226600692975,0.049821901337879,0.049804393744226,0.0497549148790386,0.0495407164320336,0.049637157745038,0.0497535804747601,0.0496637639985736,0.0496175049385537,0.049741690967043,0.049800477813037,0.0497162498038967,0.0498413253965559,0.049598797341778,0.0498422124701257,0.0498484564247304,0.0499279809180928,0.0496035771063747,0.0500877014096716,0.0497060936251151,0.04981464519903,0.0496748756138851,0.0498646555003451,0.049558933925374,0.0496923691440109,0.0498730685990433,0.0498181180409145
2907184,0.0420531764655151,0.0422799337294712,0.0423957590480037,0.0421597353730022,0.0420999500025899,0.0421115581358271,0.0424833329225612,0.0422146688326915,0.0423173579944191,0.0419489299160934,0.0421210202566995,0.0420440033781316,0.0421785507711789,0.0420748281954892,0.0423305575728525,0.0423202201411892,0.0420095990717974,0.0423603983606563,0.0421127478864675,0.0423914681727182,0.0420137410449643,0.0423851287023591,0.0421996239220178,0.0420839253666613,0.041985719351102,0.0423230947889781,0.041897038384061,0.0422384731740684,0.0421658484240097,0.0419023708507731,0.0422437344806538,0.0421391672430593,0.0421283367864757,0.0419229041259843,0.0421077569868017,0.0423575455372219,0.0419633425734461,0.042287111628388,0.0421815355708217,0.0422652497777248,0.0424039234476571,0.0419620239655121,0.0423289991157144,0.0423481031001654,0.0421056638246041,0.0423244615783318,0.0424608269667923,0.0421684002340186,0.0422115920153155,0.0420230780422836,0.0420178511690146,0.042185373647608,0.0420935784309109,0.0422134871827384,0.0419778570355428,0.0421411179600314,0.0421726462572815,0.0420874983397721,0.0421628043249665,0.0423239772692658,0.0419169246044777,0.0423603875091517,0.0420707277909918,0.0422852625615135,0.0421507249970785,0.0424493999158114,0.0422313566598866,0.0420899364673124,0.0420350479342558,0.0419743370271674,0.0419966260290241,0.0423922253891157,0.0423195204324564,0.0423641519721643,0.0423009199536728,0.0418733811647918,0.0419932484414997,0.042075577159755,0.0420827228362741,0.0420653020899106,0.0421883774444378,0.0419481326505969,0.0419432278047676,0.0419471344503644,0.041910346391487,0.042336074874596,0.0421210784920354,0.0420718434346382,0.042252909928618,0.0420587568567525,0.042174691341626,0.0419480243468838,0.0421209811321369,0.0422060053520813,0.0418589018688674
200643,0.0412467973020077,0.041621968822513,0.0415668663078576,0.0412087731602002,0.0414489918046126,0.0411894114905662,0.0413773290777345,0.0411153196963904,0.041518498588127,0.0413078919669959,0.0411918369400685,0.0415866698227065,0.0413159580116667,0.0414933264267028,0.0410712837636933,0.0412988389803783,0.0415104203556986,0.041415684267155,0.0413408917047528,0.0412760061197561,0.0413233816860477,0.041176857705689,0.041346424017118,0.0415380965958783,0.0412663718895321,0.0414422389664625,0.0413819547767308,0.0412466745508916,0.0412630740047677,0.04131727687861,0.041390355633782,0.0413278200675086,0.0415634698163564,0.0412747585725611,0.0415675936455426,0.0413610310244539,0.0414870393014219,0.0413162713080999,0.041185870925656,0.0413704770372387,0.0414082631186869,0.0410889483639128,0.04131261578594,0.041303267728713,0.0413239014335238,0.0410656042582276,0.0411781072052001,0.0415854245729936,0.0413635838011438,0.0415682324368488,0.0415218562985541,0.0414579265132613,0.0412942960193617,0.0412138887127792,0.0413900694878096,0.0412860635234338,0.0415248040159492,0.04143206925027,0.0415736199519983,0.041630141576327,0.0415384039563882,0.0413927390760051,0.0414314924726444,0.0414042732431382,0.0416015388185749,0.041630447568185,0.0413101134331737,0.0412647245353258,0.0412229491953072,0.0413175733135011,0.0414807232857566,0.0414857898123591,0.04131689811203,0.041171072675252,0.0412591218538432,0.0418322585648095,0.0414154648612775,0.0415270658689665,0.041315566699812,0.0412296749416876,0.0413781574940122,0.0415280706181804,0.0414247423942425,0.0413412427809686,0.0415023082500693,0.0415511148058277,0.0414012239270594,0.041449632004159,0.041217214302783,0.0413079665465096,0.0410334904863189,0.0414901292595873,0.0412273344435107,0.0414470810685373,0.041481708699733
