"SampleID","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","MG1","MG2","MG3","MG4","MG5","MG6","MG7","MG8","MG9","MG10","MG11","MG12","MG13","MG14","MG15","MG16","MG17","MG18","MG19","MG20","MG21","MG22","MG23","MG24","MG25","MG26","MG27","MG28","MG29","MG30","MG31","MG32","MG33","MG34","MG35","MG36","MG37","MG38","MG39","MG40","MG41","MG42","MG43","MG44","MG45","MG46","MG47","MG48","MG49","MG50","MG51","MG52","MG53","MG54","MG55","MG56","MG57","MG58","MG59","MG60","MG61","MG62","MG63","MG64","MG65","MG66","MG67","MG68","MG69","MG70","MG71","MG72","MG73","MG74","MG75","MG76","MG77","MG78","MG79","MG80","MG81","MG82","MG83","MG84","MG85"
80865,0.0933903851820151,0.093256541163384,0.0932392825129511,0.0933819405496354,0.0933209953793819,0.093064999703807,0.0934110144961378,0.0933404503044012,0.0928898501971682,0.0932454944722096,0.0931592988476014,0.0933543014721312,0.0931610376653096,0.0933468752936506,0.0935322119501328,0.0933773320448141,0.0931593297044767,0.0933306316477802,0.0936006754763431,0.0932035817201856,0.0932633233319046,0.0934709546028755,0.093069247415244,0.0932398102560644,0.0935061792687021,0.0929549964620697,0.0929819537102305,0.093760785217289,0.0931329468875653,0.0930639714326927,0.0936215839869374,0.0932481084524936,0.0938181117975779,0.093870993977769,0.0932000133641293,0.0932436736179085,0.0934564800502971,0.0934659257356354,0.0929902028630916,0.0931877838227228,0.0932477834543277,0.0933617403280443,0.0935899535899536,0.0938578956438633,0.093356214000177,0.0928247372691536,0.0932921435090922,0.0932759970752804,0.0934593579685259,0.0931977483003408,0.0933906372842127,0.0933269870602323,0.0932035381441343,0.0935139770331715,0.093293150996503,0.0935355638247299,0.0932678625187689,0.0933002421502297,0.0934470402533311,0.0934357389349284,0.0937734972082816,0.093640995506491,0.0933365138640981,0.0935907876699143,0.0934346319070967,0.0929546071940461,0.0932261348093011,0.0934528511659206,0.0930716866366763,0.0930390517338617,0.0932689536190353,0.0935389285257944,0.093218586773414,0.0931626106450578,0.0936736699880666,0.0933149191423314,0.0933467306855275,0.0932033701649344,0.0931180313376928,0.0931554144233664,0.0932633150104612,0.0930726580059052,0.0936801445712964,0.0932150100425131,0.0934401426208935,0.0931821963590505,0.0934399360945102,0.0932587313719369,0.0933685772063431,0.0933450492499465,0.09328963136743,0.093124568845918,0.0931413173864535,0.0932892949838919,0.0933042428821212
2000,0.0591346650140864,0.0592566227767904,0.0589509367888626,0.0590736165012231,0.0591989433928422,0.0592575849858316,0.0591992924631564,0.0592543360119794,0.0592671868232012,0.0593571104043617,0.0591997977520263,0.0595154039288104,0.0593033212936767,0.0592781309635781,0.0589618739387255,0.0591999781624042,0.0596354182130112,0.0593551547872649,0.0591013316242968,0.0591352521844213,0.0590702243177597,0.0593746471712275,0.0591664662979883,0.0592174186731413,0.0592558420692617,0.0588700967743652,0.0590798518308865,0.0596228685980165,0.0591658255823716,0.059079182224493,0.0591576219259134,0.0591829117956412,0.0590602688691871,0.0593701989477698,0.0590546631226164,0.0593117452071925,0.0592709746262796,0.059392224731052,0.0590159803114705,0.0591872047007752,0.059156790535307,0.0592946232793058,0.0592917592917593,0.0589474794381585,0.0590906049948529,0.0592497604050116,0.0592010110229586,0.0590298124342068,0.0590616377537,0.059268614126484,0.0593461533124045,0.0594320879721896,0.0592179088904171,0.0596216696037855,0.0594855631957955,0.0589930003442454,0.0595830536300961,0.0592941240356226,0.059444493355119,0.0585975392807744,0.05898968623321,0.0594035761480588,0.0591262040091139,0.0589326721409252,0.0590547186657327,0.0596972844905039,0.059380666094093,0.0592235912402352,0.0592074984838853,0.0593732988735171,0.0593025101613705,0.0592381889120338,0.0594051090615812,0.0591421154741658,0.0593668738843285,0.059418468779519,0.0592759682121171,0.0592389876450132,0.0591577560605819,0.05918849583219,0.0595944225612344,0.0592682704857883,0.0593200853566222,0.0593701606039239,0.059282840756199,0.0593239121984542,0.0592373934485952,0.059255003068046,0.0593761984132774,0.0593314949970209,0.0590916126369374,0.0594587620818873,0.0594679903904675,0.05917075519657,0.05927341459587
2698753,0.0437993030996819,0.0433223608642557,0.0433050738034232,0.0434694840908485,0.0433473901762439,0.0434719344165371,0.0434417113985236,0.0433450504268596,0.0436638971237631,0.043704376798425,0.0434512239172317,0.0434047879444723,0.04335351003311,0.043364132071876,0.0432738777701987,0.0434306559657392,0.0435074541988934,0.043254369311921,0.0433411664174322,0.0431057153444166,0.0433415487926847,0.0435068499376181,0.0433008736074377,0.0435427485892853,0.0433105575449369,0.043411735288328,0.0430805117910877,0.04313698040165,0.043161969580835,0.0434081246813651,0.0433255573959571,0.0434775068894929,0.0434700075930144,0.0433270830270982,0.0434175364761311,0.043524078049626,0.0435375348394187,0.0436220891190402,0.0432886710093745,0.0434520376382183,0.043412902480187,0.0433363516106185,0.0434585234585235,0.0432694320207497,0.0436555066465915,0.0434252981051616,0.0431755950291371,0.0434896468038104,0.0432133819831526,0.0435113531966795,0.0433973045100011,0.0433842692532391,0.0434707960824302,0.0431645889022145,0.0433116310806585,0.0433626215104175,0.0431998922947757,0.0435161460302648,0.0432345330004943,0.0433653909584736,0.043383127312949,0.0431562061806288,0.0432332837060861,0.043402012200482,0.0431782790766188,0.043349654745562,0.0434968060218561,0.043313328359519,0.0433741088692187,0.0433330554315896,0.0432698935196982,0.043660686958253,0.0435617380405485,0.0433209994874028,0.0434717396092561,0.0435387446402,0.0431599567564404,0.0433664768786646,0.0435567843884791,0.0432530496008013,0.0434360728807034,0.043605056373286,0.0436079050404284,0.0435549733598228,0.0436692709947774,0.0435107144805991,0.0434373227718694,0.0433944610106969,0.0434782934033721,0.0433583544997397,0.0432667079693309,0.043488019586693,0.0433667168719098,0.0434904789804093,0.0434544401592661
1190,0.0409225554652394,0.0410296286892282,0.0409062852886495,0.0409617014939444,0.0410189410692848,0.0408683114294276,0.0411995240277449,0.041200441611756,0.0407886446865841,0.0410586097228532,0.0412318967909179,0.0411125292858571,0.0410402218041838,0.040806352602085,0.0409278260743364,0.0409405634478834,0.0408376547239007,0.0408590209239518,0.04087730541907,0.0410897829877564,0.0409251321617374,0.0409750039232784,0.040906067163581,0.0408663249477305,0.0407251525246631,0.0409516766597681,0.0411247760729551,0.0410876068313749,0.0408570664067006,0.0409377749344562,0.040891189321982,0.0409972894416401,0.0409271671501068,0.0408849120393135,0.0411034608165373,0.0411516632698053,0.0411999807107368,0.0407866983951001,0.0408965603115002,0.040732989469868,0.0410465652865629,0.0410454341429763,0.0410608010608011,0.0409747256110655,0.0409362993314922,0.0409256539602127,0.0408937723794144,0.0409804292700128,0.0410089701413587,0.0408621560896562,0.0410743344389062,0.0407630651048896,0.0410899001636273,0.0407513930789886,0.0410785870655657,0.0409709358556137,0.0407166885131256,0.0410041390795073,0.0408942149917611,0.041139777806376,0.0412079991998447,0.0408105861334796,0.0408787312972453,0.0410086283865709,0.041031108051478,0.0405853201673,0.0407496088858814,0.0407322478715,0.0410785267334012,0.0406976886748501,0.0406705460196251,0.0407081006873148,0.0407250861785532,0.0410701312738258,0.0409576776280536,0.0409696882794429,0.0410568232704274,0.0408900943065231,0.040833207601482,0.0411245228130653,0.0406480689439613,0.0409220404744872,0.0410912155017534,0.0408348309010799,0.0408476828293626,0.0411090593933008,0.0409722184300874,0.0412037684934997,0.0409498635328802,0.0409487019343576,0.0410007940346313,0.0409236285102791,0.0408431336195403,0.0411469351306466,0.0410157307864838
2029,0.038299437434499,0.0381195062086643,0.0382179106059441,0.0382028673840022,0.0381625960250863,0.0379817234523339,0.0380695102408953,0.0383872287910561,0.0384576439946672,0.0383197031652279,0.038003677876271,0.038182091991537,0.0381941420076174,0.0380663450670643,0.0381768573211616,0.0382423313453286,0.0381034511897165,0.0382569360501987,0.0379231137017935,0.0381995999292291,0.0382458208315474,0.0383149856454166,0.0381049130399936,0.0381949596456914,0.0379254134094443,0.0380181205875624,0.0381489189462904,0.0381831933867843,0.0384065967585185,0.0381403942649567,0.0379259679555396,0.0381985154132376,0.0379398076072172,0.0380428010425302,0.0380598351501794,0.0379988760435633,0.0382105074997888,0.038110175182416,0.0380788106715322,0.0381043408250369,0.0380212273642676,0.037969328138023,0.0381014781014781,0.0378765185916885,0.0382357955587719,0.0382857796942561,0.038091694165555,0.0382722115339739,0.0379495594353275,0.037986232976885,0.0381600628951689,0.0381920994079114,0.0381910882401764,0.0382819010815902,0.0383151037118569,0.0382911496155927,0.0383740998853762,0.0382000032179432,0.0380773067487257,0.0381636420461366,0.038137403142963,0.0381077968716711,0.0382272379557961,0.038079466590338,0.0381853736844162,0.0381168401762059,0.0382380923463088,0.0381854537874133,0.0382593541316649,0.0382535837064573,0.0378832183869634,0.0380764396318869,0.0379780682973272,0.0381960333895548,0.0381399393140449,0.0377843099520904,0.0380497342736561,0.0383280378727425,0.0381006353649556,0.0381765531718779,0.038022828990054,0.0383380968673572,0.0379875180104713,0.0380531147047893,0.0381983388821216,0.0383038723572531,0.0383163805403415,0.0380863825404857,0.038234738411519,0.0381481007696523,0.0381157595950046,0.0381182918905035,0.03825927786997,0.0381481829335742,0.0381402480095215
1649510,0.0357925378205492,0.0357772770140375,0.0355870053431633,0.0354057778054067,0.0355051801062722,0.0355552411500111,0.0355120836823829,0.0353630448369177,0.0356998205516209,0.0357095259730426,0.0356223332168425,0.0353331243102857,0.0356071052449993,0.035886194840882,0.0355151444784697,0.0356400178492015,0.0354934881101428,0.0354020819145032,0.0355996378470209,0.0354907951452936,0.0355472210315759,0.0354646617352891,0.0356495952552697,0.0355668712483982,0.0354136857343078,0.0359639929134989,0.0356298025686134,0.0354367605898074,0.0354252020867347,0.0355714947955836,0.0354036405262199,0.0355652400107065,0.0354775405188378,0.0355245220679585,0.0355518700743736,0.0354875143847852,0.0354969577713794,0.0356764601163676,0.0355656557989833,0.0356644953517224,0.0356639063497671,0.0357099164115861,0.0357084357084357,0.0357215277819306,0.0354763036908563,0.035673782500548,0.0356526012778207,0.0356314075472285,0.0357038471374813,0.0354568823720334,0.0353827560802987,0.0355589830494429,0.0356176338068249,0.0353927009999608,0.035593048239112,0.0356679179712473,0.0355251471129951,0.0355406748026999,0.0356385511934166,0.0357244435696759,0.0355486653291521,0.0353082307661245,0.035275924753029,0.0354576052504063,0.0354042723968651,0.0353821515586213,0.0355451162064389,0.0357744338628983,0.0354753428577596,0.0353901740482274,0.0356133582859554,0.0357155592270457,0.0355869500456267,0.0354034012449172,0.0353924698131754,0.0354441731789258,0.0354408037157274,0.0355628119956461,0.0356833127460204,0.0353500614049342,0.0355160847928806,0.0354914964869657,0.035250782841975,0.0355008015483888,0.0353703837125331,0.0356239890648905,0.0354990627142827,0.0357974587249129,0.0355678771926871,0.0356231816443647,0.035474430448984,0.0356298958632183,0.0355837031029199,0.0353678335189384,0.0356105731105905
76890,0.0349858452804726,0.035278906259446,0.0352138272917051,0.0351933233277066,0.0351615381950035,0.0352279909888304,0.0349219831658382,0.0351822124368276,0.0351900240202062,0.0351983946690898,0.0351335411906097,0.0351380909941515,0.034808483489683,0.0352279782871967,0.0351871471488905,0.0350485829637181,0.0353847777123587,0.0352274039692583,0.0352452162236396,0.0352760343661757,0.0351128732676097,0.0353315188022675,0.0351911517191633,0.0350261909579371,0.0353048442017185,0.0350010374382192,0.0351321496526825,0.0350386493578208,0.0351950741754807,0.0348921073234005,0.0352227663588915,0.0352285879084216,0.0350070740673976,0.0351051819838964,0.0349439117354034,0.0350992197651247,0.0348330735446668,0.0350663412699486,0.0352565962874164,0.0349832031093669,0.0351532627503117,0.0351170356452683,0.0351273351273351,0.035106126773695,0.0352777583948332,0.0352450669197567,0.0351541107912659,0.0352172019145505,0.03524279108482,0.0352030435510401,0.0353242293018841,0.0350224156719108,0.0349963243140696,0.0351122254179237,0.0351617108902527,0.0349511499434454,0.0352169904991277,0.0353621795129643,0.035297485891196,0.0350215045274682,0.0349956167962016,0.0352205049941029,0.0353367935314585,0.0350576787700426,0.0352885340916948,0.0350663313244666,0.0351973788847536,0.0353415108692472,0.0351815194845976,0.0352694093934059,0.0351998019942603,0.0350948809456596,0.0351304946477592,0.0352662840123654,0.0352248108905976,0.0349026903082742,0.0353101743066583,0.0351246513889773,0.0352139138342245,0.0351737053682032,0.0349392563921753,0.0349874950031853,0.0349589259137988,0.035036546465286,0.0350681185670219,0.0350466486974811,0.0350586983468979,0.0349761733033347,0.0351320055148056,0.0349787834281575,0.0352626039889649,0.0350814354698939,0.0351179015212909,0.035171792796137,0.0355203019777711
102115,0.0340301197118057,0.03388543291378,0.0342293835919582,0.0342973939145113,0.0343336180030858,0.034262344203905,0.0343255584063297,0.0341083217801522,0.0342899694543982,0.0343343934575193,0.0340491194894961,0.0343567233415379,0.0339448181778076,0.0340564494244667,0.0341523591135364,0.0342524206178751,0.034304525230176,0.0343038713975756,0.0342551957762383,0.0341933284693788,0.0341798828404058,0.0342599844773092,0.034279474232588,0.0343837818394371,0.0342637330803744,0.0342535499007783,0.0342226923022752,0.0343372152824159,0.0341024196047236,0.0341405968699727,0.034166015230596,0.0341684919267584,0.0342204596231898,0.0339173004646318,0.0341256326737624,0.0341510104946165,0.0341601248145856,0.0340866582838703,0.0343239608432017,0.034539680447101,0.0343991823145188,0.0342483773520366,0.0341367341367341,0.0341302921360776,0.0341904351523008,0.0341067531362762,0.0343923330758969,0.0339739368073885,0.0342658764512742,0.0343605815816752,0.03412412865996,0.0344138571114859,0.034174867793877,0.0341999258096847,0.0342405497723497,0.0344093733095094,0.0342996262105151,0.034318359170736,0.0342087804905101,0.0342790927544288,0.0342013449669642,0.0342290645230016,0.0341042007682627,0.0342363946900225,0.0343351961689118,0.0344437661502421,0.0340876558311428,0.0342123452997455,0.0340775930434879,0.0339704230808841,0.0341356255769946,0.034340112383256,0.0340228747425377,0.0341881201495617,0.0340162694903497,0.0343127821402472,0.0343811379493586,0.0341128838800958,0.0345147220753647,0.0341251595063097,0.0342805988462538,0.0340918123662956,0.0341861309324203,0.0342649675947772,0.0343178173909692,0.0342813527145439,0.0343612922451406,0.0339324096900018,0.0340477513324017,0.034242035149118,0.0341653009802322,0.0341954156722999,0.0345020738324988,0.0339858582334867,0.0341787340654091
186831,0.0327394116476832,0.0331626252916924,0.0329508755876621,0.0331466557547497,0.0329676108326692,0.0334698121791122,0.0329030902197042,0.0332565060007804,0.0331360713743271,0.0329759200363471,0.0330672306233488,0.0330723425476289,0.0330189372900931,0.0330552928251322,0.0330348460879788,0.0329266207495831,0.0331539307258977,0.0329450824870358,0.033051545762505,0.0331121062394497,0.0330682954707815,0.033045010832509,0.0330604311933958,0.0330326431510083,0.0330748486474765,0.0330799146640562,0.0331804380821181,0.0331657280185727,0.0332743215303687,0.0329734157994475,0.0328379528513078,0.0332942520329188,0.0331327193370588,0.0329450582412638,0.0330658134071793,0.0332801850057058,0.0328896440224495,0.0329109260285826,0.0332613517360165,0.0331549669123619,0.0328664318635049,0.0332508319356923,0.033035373035373,0.0331115099015956,0.0330588708383719,0.0329257789846579,0.0331812118233518,0.0330982062757015,0.0328541156698696,0.033219092765908,0.0329554031982169,0.033050685936134,0.0330939789893049,0.0330021241752862,0.0329254176295941,0.0329828041243873,0.0331373073319957,0.0330281650483094,0.0331925168054382,0.0330840963826757,0.0332788129460425,0.0333211724062065,0.0331845886833425,0.0331386854950552,0.0330816150453784,0.0330951774492252,0.0331673447905913,0.0330571220632552,0.0331035198229819,0.033358017547043,0.0331863259074219,0.0329215783577544,0.0331092107200735,0.0330774370408961,0.0332046852450286,0.0331556062029661,0.0330126642599504,0.0332965343699055,0.0330513259905932,0.0329130447523423,0.0328537310736565,0.0330152651969407,0.0332479723190503,0.033060737860438,0.0330886504799548,0.0331226299234771,0.0330398090948308,0.0330272464017741,0.0331947149156036,0.0329617896484473,0.033340645890336,0.0332263315186815,0.0331190820760731,0.0331293913494609,0.0328496652329759
41707,0.0322355706290083,0.0319867876963256,0.032164962611291,0.0321912937384679,0.0320964806258115,0.0319094788095456,0.0320473714986802,0.0323118946476782,0.0320447552132848,0.0320604270786006,0.0321522620426184,0.0321409967436843,0.0322135283810489,0.0321388832537238,0.0320827830428283,0.0321914975169213,0.0322824204781156,0.0321300557448699,0.0320765811131118,0.0320661210976316,0.0321992427489641,0.0320764403757542,0.0322597579546365,0.0319889390975922,0.0321304390416252,0.0321861217367248,0.0320751388833929,0.032079793351591,0.0319442909251686,0.0318723015819708,0.0320841040100794,0.0319423657632729,0.0320040095486253,0.031973562174629,0.0319884674137069,0.0319945824474323,0.0321278631593565,0.0321779947089232,0.0320132077053547,0.0320937141727149,0.0320336647735423,0.0320392929784341,0.0322436722436722,0.032240054233573,0.0321981482054311,0.0322554621110462,0.0321884434459032,0.0322788699381349,0.0320416086209937,0.0320328088640831,0.0322591155457381,0.032076474317275,0.0320159358770661,0.0320601685467243,0.0319742009902076,0.03206768519581,0.0321918948078976,0.0320592624474067,0.0322916746098372,0.0320913301661423,0.0321674207346132,0.0319934498090224,0.0321551660319314,0.0319385428146542,0.0320929543930954,0.0319746811395423,0.0323634281550113,0.0319416710553264,0.032136757373609,0.0320093767317774,0.0321195386549813,0.032234412097692,0.0320829393016006,0.0320763806682806,0.0321457219031589,0.0320330197638103,0.0320402589388398,0.0319616540114134,0.0320103071496242,0.0320339285571572,0.031820805797975,0.0319548460750668,0.0321978144330169,0.0322259505513846,0.0319620258466859,0.032139062903153,0.0320522071654967,0.0320731917367294,0.0320816520471939,0.0319760382370305,0.0320877238386981,0.0321140939004253,0.0321750313318715,0.0322811238873012,0.0319143174183012
