"taxonomy_id","predictor","betas","SE","ci_lo","ci_hi","p_val","n","Beta_IQR","SE_IQR","FDR","name","taxa_level","taxa_name","taxa_full","CI_lo_IQR","CI_hi_IQR"
"X102684","PFDA",-0.000125417549935741,0.00101389004830227,-0.0021960572693014,0.00194522216942991,0.902378390847748,38,-0.000145395014442783,0.00117539019293417,0.993473380122191,"Streptococcus infantarius","Species","Streptococcus infantarius","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_infantarius",NA,NA
"X102684","N.MeFOSAA",0.00124724572078578,0.00106895359014751,-0.000935848753436807,0.00343034019500837,0.25248608022465,38,0.00157165508536724,0.00134698906396605,0.883701280786276,"Streptococcus infantarius","Species","Streptococcus infantarius","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_infantarius",NA,NA
"X102684","PFDoA",0.0007129451110181,0.00117642842550108,-0.00168964225919258,0.00311553248122878,0.549056441967099,38,0.00093677723482365,0.00154577309021039,0.966900540479394,"Streptococcus infantarius","Species","Streptococcus infantarius","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_infantarius",NA,NA
"X102684","PFBA",-0.00103220543767045,0.00108769015785833,-0.00325356508805446,0.00118915421271355,0.350209124814544,38,-0.00141546566651107,0.00149155198961663,0.993971648816975,"Streptococcus infantarius","Species","Streptococcus infantarius","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_infantarius",NA,NA
"X102684","PFHpA",-0.00135642878294826,0.0010066491041735,-0.0034122805215621,0.000699422955665588,0.187918465597481,38,-0.00162904270637991,0.00120896460002372,0.99131606151145,"Streptococcus infantarius","Species","Streptococcus infantarius","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_infantarius",NA,NA
"X113107","PFDoA",-1.16622492596467e-05,0.00267231292213643,-0.00546925332475675,0.00544592882623746,0.996546851992353,38,-1.53236615897049e-05,0.00351129683210482,0.996546851992353,"Streptococcus australis","Species","Streptococcus australis","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_australis",NA,NA
"X113107","PFDA",0.000563956035903883,0.00228739814216868,-0.00410753418644183,0.0052354462582496,0.806936449070424,38,0.000653787257264641,0.00265175237506559,0.993473380122191,"Streptococcus australis","Species","Streptococcus australis","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_australis",NA,NA
"X113107","N.MeFOSAA",-0.00216545045209788,0.00243572771568666,-0.00713987007689428,0.00280896917269853,0.381057075740751,38,-0.00272868542135086,0.00306926196428808,0.9514287665953,"Streptococcus australis","Species","Streptococcus australis","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_australis",NA,NA
"X113107","PFBA",0.00670905020612281,0.00217057344708531,0.00227614784076166,0.011141952571484,0.00428243784460134,38,0.00920013582092533,0.00297651230933617,0.188689416846796,"Streptococcus australis","Species","Streptococcus australis","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_australis",NA,NA
"X113107","PFHpA",-0.000759238161628749,0.00233644077722725,-0.00553088680673903,0.00401241048348153,0.747470442750848,38,-0.000911829212970765,0.00280601669241919,0.99131606151145,"Streptococcus australis","Species","Streptococcus australis","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus_s__Streptococcus_australis",NA,NA
