"merge_id_dyad","X1216932_CLR","X238834_CLR","X1155388_CLR","X2058152_CLR","X102684_CLR","X68892_CLR","X59310_CLR","X1316412_CLR","X2725997_CLR","X2697371_CLR","X571_CLR","X704125_CLR","X254785_CLR","X151276_CLR","X33043_CLR","X2598457_CLR","X2849865_CLR","X1259973_CLR","X1680_CLR","X2507159_CLR","X2742673_CLR","X1977566_CLR","X33038_CLR","X1912897_CLR","X1349_CLR","X29466_CLR","X1502_CLR","X36839_CLR","X2682455_CLR","X1329812_CLR","X1501_CLR","X1686399_CLR","X1338_CLR","X2850492_CLR","X197614_CLR","X1303_CLR","X1827481_CLR","X1328_CLR","X885040_CLR","X39778_CLR","X246787_CLR","X42895_CLR","X823_CLR","X182773_CLR","X400065_CLR","X1334_CLR","X2027919_CLR","X1343_CLR","X2742672_CLR","X332101_CLR","X376805_CLR","X299767_CLR","X1691_CLR","X2798729_CLR","X2715212_CLR","X371601_CLR","X2420308_CLR","X623_CLR","X2897413_CLR","X1839799_CLR","X550_CLR","X2781599_CLR","X360422_CLR","X2742639_CLR","X2912630_CLR","X576_CLR","X28116_CLR","X2912629_CLR","X2686210_CLR","X1940319_CLR","X2212991_CLR","X248315_CLR","X1302_CLR","X1463165_CLR","X333367_CLR","X137838_CLR","X2857061_CLR","X2565914_CLR","X2382163_CLR","X2985571_CLR","X1548_CLR","X2873296_CLR","X2500132_CLR","X564_CLR","X1156431_CLR","X158836_CLR","X2596949_CLR","X45634_CLR","X1314_CLR","X1322_CLR","X2860337_CLR","X2044467_CLR","X1307_CLR","X438033_CLR","X2785531_CLR","X1561_CLR","X84023_CLR","X2843318_CLR","X36745_CLR","X166486_CLR","X1519_CLR","X1310_CLR","X2894203_CLR","X1494_CLR","X2763062_CLR","X548_CLR","X84022_CLR","X2976431_CLR","X2587529_CLR","X2021971_CLR","X2972764_CLR","X674529_CLR","X1345_CLR","X820_CLR","X29341_CLR","X418240_CLR","X2912628_CLR","X2923088_CLR","X2755405_CLR","X2479767_CLR","X1443109_CLR","X2912631_CLR","X2850493_CLR","X2742643_CLR","X751585_CLR","X2478464_CLR","X290053_CLR","X211595_CLR","X113107_CLR","X61645_CLR","X223919_CLR","X1304_CLR","X2831966_CLR","X1814128_CLR","X1702238_CLR","X1340_CLR","X2020965_CLR","X1316411_CLR","X1346_CLR","X1520_CLR"
"MM-0001-06",1.46899965366718,1.43527617051086,1.15125656550138,1.00560221072496,0.947234926210175,0.909540668625617,0.872042331724047,0.85958277822298,0.837496181681558,0.818363299388507,0.809911524523645,0.806470155917475,0.785320959915111,0.687987276936576,0.687621946765373,0.677430424865799,0.648024803951566,0.639578283834249,0.630141071900105,0.614293652454561,0.605010552015691,0.599189495254296,0.611685319077837,0.59649138229541,0.573105015808755,0.529130383020452,0.48581889499273,0.485148016676071,0.480888636812746,0.44404868750317,0.450843336019697,0.427124031299205,0.415499805747798,0.384319591394658,0.323099406889249,0.328412114101901,0.290480554587412,0.246022615268944,0.237390494609512,0.212140658661186,0.171881858200653,0.145449284162513,0.151869600610445,0.146312943777301,0.149838349912036,0.134947391282742,0.120475821517709,0.111089879969652,0.127617849228112,0.135185495970561,0.123531468797149,0.0892283913180396,0.0624500987690233,0.0544812463509858,0.000848854440932634,-0.00909421493365326,-0.0133202203043421,-0.0124919866951325,-0.0204344000758754,-0.0221976597782296,-0.0440774940625897,-0.0349104875631392,-0.0519887015061746,-0.0474059170868868,-0.0697532157788832,-0.0378310228718766,-0.047977617912367,-0.0488357824465595,-0.0557277404243797,-0.0500766550345499,-0.0758108796374293,-0.0691689329693901,-0.0812155014503135,-0.0794434986239709,-0.100515742400836,-0.129665788415585,-0.11447510320661,-0.146667501725178,-0.141002952853686,-0.140584630320917,-0.171591573879543,-0.188559568533558,-0.177975149790202,-0.213101358799197,-0.212202381325461,-0.219756394359125,-0.236532822059926,-0.23492288610962,-0.253127342695161,-0.258054038877348,-0.274773465517606,-0.280289067030444,-0.281371773903128,-0.290318756569282,-0.292020470848906,-0.285110096013736,-0.291412383265561,-0.301677657325154,-0.281131071049639,-0.329325744688719,-0.339096776046855,-0.342673683284118,-0.353999415672904,-0.3438261259496,-0.372022627844227,-0.389705731700293,-0.378235880696486,-0.400359193662704,-0.408116973297905,-0.423399159610957,-0.414834388371567,-0.419660319833547,-0.461144823559548,-0.451681030528599,-0.448403974094421,-0.461144823559548,-0.460568703710688,-0.481815137372673,-0.520042080616549,-0.532187667693175,-0.54041944516969,-0.540575414911875,-0.544795819769488,-0.568091382373009,-0.59095786153265,-0.585722247478706,-0.596221031576925,-0.597541163781848,-0.604500595350659,-0.620423164208407,-0.639526593527082,-0.650608958034835,-0.674396530184707,-0.674218229390794,-0.676359940007774,-0.706835724993682,-0.701141890160181,-0.704995459476171,-0.697850609076108,-0.707204184835725
"MM-0002-06",1.47168877317829,1.44681983982345,1.15498451485548,1.0160204548284,0.959416320126881,0.913409441185242,0.888162897725177,0.861759975385331,0.835612541678433,0.818009417652794,0.815318791464477,0.803230287089578,0.79523679034789,0.691836849882172,0.686214909565375,0.682048383994034,0.657657367699405,0.630013629865637,0.6357002148501,0.607319652315677,0.61484076958978,0.602695410800076,0.609566715893295,0.593614234031416,0.580501970996412,0.527708975958424,0.493266260197134,0.475198025408247,0.494120596003049,0.453156262858969,0.431481777968403,0.43211799703099,0.420511743832368,0.389234396153575,0.328986102416693,0.31662087113218,0.313505524264853,0.250650155311547,0.240522239106634,0.20979184733352,0.185497759497731,0.152519945438068,0.140551717474499,0.136835486690576,0.136286019354794,0.137994482763828,0.126281946599541,0.117671083420483,0.120218697188482,0.12325491726115,0.115865185741285,0.0690364475030698,0.0585307697888569,0.0343462789078632,-0.0130822214564192,0.000300144760456256,-0.013294964782399,-0.0170609123177492,-0.0234885876400144,-0.0295973421283362,-0.0188422373817465,-0.0363966449955173,-0.0447783128101706,-0.0480038855797016,-0.050282711868185,-0.0590790135498445,-0.0510189262870657,-0.0631708244889762,-0.0641404311284299,-0.0654845173522842,-0.0750949224255324,-0.069377612034982,-0.0705785429006252,-0.101312650638928,-0.102630122833213,-0.115194180571689,-0.127679526479671,-0.152149517541622,-0.151172159587945,-0.131902808584626,-0.158607745588393,-0.183772051463831,-0.184697626859118,-0.217992670305858,-0.22235377621487,-0.211659417019696,-0.248837765089342,-0.250185050513421,-0.242574322995066,-0.256044354246405,-0.26969830749356,-0.267958459978074,-0.293534353671714,-0.295413347084375,-0.277242041520279,-0.287638496435662,-0.287451894457139,-0.286612616187146,-0.293346648368488,-0.306096502340371,-0.354587310123792,-0.349313403676157,-0.351897127661436,-0.364916840869741,-0.357084689175143,-0.364614467234418,-0.385284143694174,-0.382715429206998,-0.401463712570443,-0.411868977505236,-0.430100731503736,-0.419185695369855,-0.451854906763704,-0.452184849026802,-0.46013629898295,-0.481541273772032,-0.479165303881308,-0.483468821281927,-0.483922902343201,-0.525895211906757,-0.550712166152631,-0.548771830836132,-0.547440030893536,-0.594380726711087,-0.583032729506986,-0.580278251741896,-0.584663948891214,-0.606885674656568,-0.601634974240746,-0.641371850727737,-0.612938883943946,-0.648307061239979,-0.670910716963859,-0.664769448941775,-0.681784129441074,-0.687752639073856,-0.721015913787661,-0.698811756476652,-0.722744522688282,-0.727803433528057
"MM-0003-06",1.46308893347287,1.43926234788924,1.14501431919299,1.01013836525422,0.959439147776952,0.91433981476684,0.888328173025787,0.863711545390426,0.832162775910136,0.810992292743284,0.811161551896379,0.808483901881933,0.789017899973746,0.693856518622193,0.686291723626004,0.670092185130022,0.648262246977417,0.632401327032393,0.638735696924408,0.612039187590283,0.613483886828206,0.601909155350762,0.598523501423913,0.593318217233612,0.572608613101695,0.52409985134924,0.486506967764944,0.488378488453443,0.490106532224653,0.454530127109707,0.449342865448005,0.424192045437231,0.405831830486678,0.385989604477756,0.318017095973614,0.324150559047462,0.307150149613046,0.248477730941882,0.243832376867349,0.214268799065213,0.195337656156216,0.144634516099607,0.159617294985444,0.15107385762215,0.128352382017833,0.14106850822641,0.115540338928826,0.120212137263076,0.128687334290266,0.141134661105739,0.117438773291117,0.0887161721724965,0.0558357213321399,0.0497658999650641,-0.00451878352200907,-0.00996671566138208,-0.0145938543250681,-0.0185438265443807,-0.0102745263602335,-0.0147484616228404,-0.0331620270539368,-0.0342650842095873,-0.0445662846512835,-0.0308024223725347,-0.0476774514541969,-0.0397194276000965,-0.050397670748981,-0.0901953809691749,-0.0607863287061567,-0.0527237195218211,-0.0655739387760148,-0.0719387093445016,-0.0729215104064096,-0.0954614106083307,-0.12912601531568,-0.105315366621962,-0.122474010310974,-0.142212923432365,-0.142827848562647,-0.156452760740825,-0.173341412243523,-0.206874399349078,-0.193658757960224,-0.207624165082422,-0.203600767842095,-0.227796258710264,-0.234997096315285,-0.241183081632065,-0.253965614071305,-0.24623752474106,-0.260764674603041,-0.28134276563372,-0.268307386028091,-0.294243548952476,-0.270201986983707,-0.295266462298627,-0.305346778060422,-0.302456304281686,-0.29772573190576,-0.318563058677128,-0.343274003721311,-0.346823730462722,-0.34391847205726,-0.368831373226559,-0.371589082767528,-0.376683224459226,-0.37280488838842,-0.368721222871212,-0.419556653734664,-0.421644821546804,-0.430392763261381,-0.422341847597331,-0.419093208007446,-0.446096492314752,-0.416779195636233,-0.4579479508373,-0.467628568548024,-0.489013185830363,-0.483932944435131,-0.509089142403049,-0.540764250882805,-0.539587549433049,-0.566202824521492,-0.58941706184826,-0.571584968837719,-0.585168443108985,-0.601437931987402,-0.596169654170956,-0.633644105317023,-0.651897545626374,-0.627062310201844,-0.650582621045066,-0.678866138107998,-0.6920192493451,-0.684136837757991,-0.716514042513524,-0.731440865344269,-0.6920192493451,-0.699197592502066,-0.730333357913607
"MM-0004-06",1.46398411324218,1.4426154759313,1.14986419235497,1.00815993385763,0.958089948826761,0.914471733748694,0.89320053994931,0.862166119519188,0.826960503804838,0.800492914594515,0.808324657766208,0.809236065616772,0.801581498182762,0.688301771285597,0.678582926850384,0.67546364060115,0.644996878172613,0.636651684100672,0.638134145257247,0.612258745929823,0.612751660295934,0.595980039143436,0.610778543365249,0.587045228556153,0.577264267760533,0.532270818518971,0.491945703678773,0.48739411902464,0.486695616120736,0.456621005650563,0.43845498183767,0.431981197580271,0.415861016152734,0.383800963484542,0.31835331380797,0.317415770653677,0.322094721198491,0.250269570860019,0.258555206626569,0.213305117306113,0.174094200822944,0.141803064978113,0.14469267098166,0.128628864972322,0.134409804026076,0.123015377898107,0.12796224272245,0.13936668936145,0.120868590544702,0.127361902511645,0.117976568486644,0.0885868096785511,0.0494742962620895,0.0368443831491412,0.00387436391157259,-0.00408414248971489,-0.0166426963961213,-0.0237574120468871,-0.033819507003404,-0.0062171516019287,-0.0427966521011092,-0.030141737687174,-0.041057933572505,-0.0453311061743875,-0.0401108143225413,-0.0646279137583416,-0.0585023203316606,-0.0583416261323748,-0.0611575095650814,-0.0567361027883777,-0.068434973558837,-0.0742136898391816,-0.0805187260794815,-0.0860374584256123,-0.108929017748793,-0.109098050879689,-0.119292685091215,-0.16489010332563,-0.163996767550658,-0.159630921082906,-0.170446668975651,-0.182107818065592,-0.195379716687336,-0.223790187451544,-0.214073588199528,-0.204543477763729,-0.242255194261925,-0.229684861298948,-0.269764148318467,-0.263234643521357,-0.253519636539853,-0.271751232926599,-0.276536408042896,-0.279739293375288,-0.302553971141459,-0.296724839741032,-0.295501971964063,-0.284965961219111,-0.319204647979671,-0.321188050686353,-0.332009189004462,-0.339962993065474,-0.351421061346545,-0.353793285879324,-0.385155505376662,-0.387832584499195,-0.385266907370875,-0.376614607137448,-0.404274396327893,-0.420991066802308,-0.415693956304738,-0.415005092902066,-0.431553523541528,-0.439872746634726,-0.426780800437186,-0.446246705891451,-0.471427892521613,-0.48450636531509,-0.48438334138678,-0.525569325545038,-0.542113582955687,-0.538471065594102,-0.547602357843719,-0.564251791065791,-0.599647716130047,-0.587436547039553,-0.596064964605786,-0.612569049084958,-0.612848769366502,-0.635054617797982,-0.609776141250778,-0.657764785975303,-0.677266068775393,-0.661135493350772,-0.699593138935552,-0.698525821612307,-0.699135577728756,-0.706635421560965,-0.7077114342695,-0.714037151575188
"MM-0005-06",1.46894387018739,1.44545655954322,1.1522438891445,1.0180208907077,0.96554316030928,0.914212599535385,0.886247557638744,0.850466429296964,0.824794521389734,0.80023774277165,0.818643291217845,0.798565701297666,0.793292438838407,0.680364218075621,0.67861380807774,0.684034604005386,0.658100268244634,0.642247827668879,0.63654820934276,0.607841742410928,0.607214737784314,0.612363807171804,0.600583060649244,0.586940150818895,0.577591283479406,0.521321171580251,0.492899412581626,0.482405338080716,0.4959777505511,0.452219391972213,0.430349393374525,0.437120910124887,0.421268149832994,0.396977838644413,0.326567894387916,0.317584837509891,0.319387916110307,0.248684038576176,0.248476863408831,0.203846142282123,0.183417913112717,0.157130087665799,0.146479549560533,0.151818997791391,0.15105796274705,0.130598858121075,0.141572693130885,0.121073489410332,0.135559724042654,0.138262324042921,0.122092817526191,0.0779509242962657,0.0707170250979212,0.033826735227664,-0.00420995052044315,-0.00527756628021159,-0.00839797178989699,-0.0165568909458997,-0.0154771715680173,-0.0178180387574107,-0.0172773520721643,-0.0284202856852733,-0.0460661805493325,-0.0488516976707603,-0.0592261072750109,-0.0637458889806295,-0.0596019764769542,-0.0420870886383993,-0.0608245279998947,-0.0492236868873617,-0.0669598061057108,-0.0852090107828563,-0.076186104492491,-0.0876224888091297,-0.110301857732662,-0.0999737277603812,-0.119140487197821,-0.14726291503538,-0.140616333994211,-0.14623748426464,-0.168938640514422,-0.194100539130122,-0.184683669114043,-0.204367014995404,-0.240646153978609,-0.214849749118588,-0.216387703942218,-0.266431952299641,-0.246293971995962,-0.257571644637242,-0.288518739702484,-0.28075033905348,-0.280164275624644,-0.295157768237294,-0.269209731863543,-0.28462699589087,-0.293612632136218,-0.312797872857566,-0.329522916321637,-0.330261832611416,-0.331001295302245,-0.350924753471106,-0.336068978108597,-0.367026527657937,-0.363326835997715,-0.385472713373907,-0.387036231607731,-0.378208444823136,-0.399105117441217,-0.397918017123745,-0.431565048795509,-0.426804754189208,-0.425584332314225,-0.438267761804081,-0.446536827665004,-0.454456285519719,-0.475886684120303,-0.499098279094974,-0.500411860251528,-0.5533437867098,-0.564804342688582,-0.555039094197594,-0.5533437867098,-0.586693256918208,-0.579554335506997,-0.606957700754035,-0.591001201354803,-0.593723162846469,-0.637810597488992,-0.631796546619237,-0.625487377425971,-0.655902222896163,-0.653176032759941,-0.675544480864849,-0.685160780162847,-0.687095186815463,-0.718929062312831,-0.682003436722534,-0.708084929297297,-0.744139708387021
"MM-0006-06",1.46529159107271,1.43789345381639,1.15199552155767,1.009515880598,0.962144556364422,0.908139622926242,0.889987703467834,0.860473087604441,0.839766452312616,0.810275230576379,0.809549909590051,0.80346555434766,0.804399533751259,0.680482283739723,0.695070075824487,0.692234766196414,0.657839050764621,0.636846727714443,0.635085951137039,0.620641622946936,0.597123646242864,0.596010360318683,0.602564472923109,0.597626014561166,0.569835334368812,0.536837702218123,0.495190961451267,0.48568685668716,0.488371529627744,0.458064948869922,0.438320066152985,0.418306225976579,0.424425070081872,0.39494432980493,0.325876138680231,0.319974188074987,0.290613311028783,0.25071744559912,0.245782430114168,0.194990978735434,0.192519586514235,0.150666039865192,0.14650662742701,0.157541608469817,0.128776875585676,0.140178207617458,0.132325211020454,0.133295946285834,0.118345406185435,0.134550794727931,0.124467638545861,0.08542425751192,0.0516300586803675,0.0454800160004627,-0.00316683839842469,-0.00094505090667063,-0.000879778885501281,-0.0119716787753941,-0.0273345985608318,-0.0327779774798822,-0.0290114946844051,-0.0271335598602063,-0.0522383452942217,-0.0327779774798822,-0.0594098006606751,-0.0598943471000863,-0.0389967348472195,-0.0612800606177437,-0.0588563206410111,-0.0536134830246731,-0.0692155052945198,-0.068726422315339,-0.0838584983640249,-0.0945530249331465,-0.109065391106538,-0.123053681738946,-0.109065391106538,-0.148903021787037,-0.139787051023248,-0.159784687582985,-0.183083856776574,-0.18921113439109,-0.180659044293544,-0.218393362679066,-0.216853092421974,-0.208544247783081,-0.225394938134936,-0.237146727241405,-0.268039807679749,-0.251467178444713,-0.247951353627738,-0.272740068437518,-0.266336084633682,-0.283505362086168,-0.287235576778015,-0.294562894976447,-0.323429413700691,-0.29666631380631,-0.311337367935662,-0.329757404442575,-0.35408280415189,-0.347968843467062,-0.344833755606462,-0.375685973585054,-0.368118778943624,-0.376826007909552,-0.368778627202471,-0.409482759738973,-0.404877391744247,-0.41677702569317,-0.432632171611895,-0.434745167316811,-0.442937374953452,-0.449355816834245,-0.456227286361816,-0.449355816834245,-0.459939013481182,-0.475554571263627,-0.487056834941268,-0.533880138216483,-0.55013883577298,-0.539233111855074,-0.566091772089012,-0.572544894275329,-0.58288720945877,-0.611802602332566,-0.589332418387676,-0.606287000819728,-0.613969189602806,-0.625970060948908,-0.633682653504598,-0.631350362506908,-0.680348983909641,-0.667300314692305,-0.678162347241865,-0.684736653873033,-0.733365165304525,-0.694353362164017,-0.714668003515193,-0.730111807412608
"MM-0007-06",1.46246254690163,1.4421848279717,1.1446148607604,1.01393560053401,0.956568812453176,0.912020315963671,0.878621893253672,0.86107827373413,0.838605417882063,0.814202941769462,0.804507922245729,0.80777795408681,0.801858914074152,0.680992311373783,0.677231745237857,0.672163601470523,0.643721518003079,0.645446123619129,0.639768357742998,0.603160458350231,0.608896122151447,0.601104008085637,0.604700025522852,0.577936144676354,0.574348129007727,0.529704130832345,0.503836275626528,0.496435160146216,0.484825167101068,0.457397287419463,0.438927105357061,0.429990060738064,0.413426152590101,0.380671512723662,0.323305513721156,0.300072631509649,0.293304298097239,0.261508170291671,0.254836644458647,0.198645030117347,0.189133300824784,0.153703373353859,0.154186270747549,0.149912587671502,0.134193731631041,0.123962619283962,0.139106941645625,0.128513535251413,0.128018076942351,0.110268350501151,0.0975767510889085,0.0875642589032193,0.0713502651683999,0.0422598846687903,-0.000957284609074627,-0.00378028450775858,-0.00123922624902306,-0.0139143864862872,-0.0177293648852892,-0.0232870641275289,-0.0411256370083741,-0.0415169881531803,-0.0321665742600361,-0.0311007343257943,-0.0368308524664238,-0.0453407096608762,-0.036441330599585,-0.0629806477865404,-0.0646817539154734,-0.0477995257509036,-0.0640810330323704,-0.0704066728809449,-0.071918693732492,-0.0991187345948354,-0.112055795571344,-0.109224566290612,-0.130175496613485,-0.134247076223065,-0.147758604264503,-0.140601774757791,-0.187384231248513,-0.175789572171861,-0.180051579520621,-0.216564934688562,-0.224523778197969,-0.246622812251864,-0.222410853359764,-0.248065466986325,-0.258587424131816,-0.25725093161771,-0.281336637592377,-0.281336637592377,-0.283328670123617,-0.283951994958361,-0.312924860900594,-0.300296336670298,-0.298902961310276,-0.293097063390845,-0.305124808567133,-0.329101208459473,-0.341176430651568,-0.343556125058549,-0.340648377834015,-0.35299831237141,-0.369434085826423,-0.378850736781156,-0.395023596026756,-0.378987863966835,-0.40962239544791,-0.398793233998538,-0.421714441212938,-0.429184667016457,-0.442247262042839,-0.440058279045459,-0.459190577126614,-0.455334721837697,-0.466049110050104,-0.45993379529535,-0.485080042360797,-0.547364320608775,-0.530148868491422,-0.538960909812395,-0.582878830058796,-0.566203439492175,-0.586247537977552,-0.579689034690695,-0.608942821436092,-0.604809160710242,-0.637123560870673,-0.625826000284993,-0.627758707554443,-0.642285092308491,-0.681591462235135,-0.696173885529405,-0.694668427962423,-0.697304467899692,-0.690914669800919,-0.709062615882035,-0.673090209779096,-0.688482261454083
"MM-0008-06",1.46432929470196,1.44128440534642,1.15041712598898,1.01542919745493,0.96080342909073,0.917024324325425,0.87887568716187,0.863592289518163,0.83371993844522,0.797132538202704,0.786971196077234,0.813890001236623,0.79370787732134,0.694400501031923,0.682640783630388,0.687502985566384,0.657575702996759,0.635432062734112,0.625334172481564,0.627709126533259,0.609669581908327,0.600972074191843,0.613491429864736,0.603227669616018,0.589496930344233,0.545378452847226,0.499420685262267,0.494475239819725,0.49757724540913,0.456480638776755,0.432295999315918,0.431592319039186,0.413192339840124,0.388291775608518,0.316691231042278,0.299005754556396,0.299246844283124,0.25899385886563,0.251857867537937,0.206087824365679,0.186673197286003,0.167974277227607,0.161170904475068,0.139536341907074,0.136893334893721,0.149385865743988,0.124338480997642,0.129398399187425,0.116266171163431,0.111623996482667,0.107836297106503,0.0979599150613346,0.0753999520707893,0.0486094524446052,-0.0194178371674356,-0.00668021024476495,-0.016879344551036,-0.015227270823222,-0.0209661674922401,-0.0325437208346839,-0.0254032241339353,-0.0228495115375402,-0.0523329118758156,-0.0344490170120686,-0.0639349029082599,-0.0590939529288041,-0.0474340128730075,-0.0682190523427861,-0.0553067216849215,-0.0610505628641738,-0.056108876085351,-0.0667117182989125,-0.0815354504967862,-0.0937213451537211,-0.105937065920122,-0.105214348471173,-0.121358414581057,-0.146764081138203,-0.147517471429992,-0.127126363320632,-0.17321863162462,-0.178128202209754,-0.18384324569067,-0.194845321305334,-0.22479007975157,-0.214395116085908,-0.219781609045012,-0.253841479192599,-0.250911993942087,-0.260851181244027,-0.284482174096837,-0.278307098827508,-0.265222002442784,-0.308832724770667,-0.287656321906854,-0.297531511074559,-0.281605302147185,-0.32926137823865,-0.345971473874627,-0.330467287338661,-0.332278882037012,-0.357217067237828,-0.353660270787294,-0.369844875541288,-0.372358229047821,-0.352888725343573,-0.382793106340401,-0.414275244610755,-0.388531088293424,-0.420692378931387,-0.397522799485388,-0.448816093872936,-0.4412050634748,-0.450005255654113,-0.437001610459173,-0.452387829960234,-0.487059356194266,-0.489001618657056,-0.479502866499148,-0.530132957590589,-0.551539079742522,-0.547595782923111,-0.545910547059425,-0.579779842231384,-0.561180897513417,-0.603476241317567,-0.616843023876386,-0.610237054502609,-0.603476241317567,-0.655124230723283,-0.635698118700882,-0.646604698673486,-0.66287539553908,-0.687142231277394,-0.667724145420293,-0.707384515648142,-0.697320987269527,-0.688004486127108,-0.687573265766826,-0.757891191759469
"MM-0009-06",1.46777183494589,1.43579847642892,1.1557858176548,1.0187960311438,0.957289344615383,0.91208877542006,0.880363234098317,0.871906953156543,0.838753600831848,0.810007698898946,0.802717530057781,0.805117182169139,0.77754065331188,0.701196116140234,0.683636830696624,0.683103617665389,0.654935085114468,0.625254741115588,0.637567773355725,0.616522586433414,0.614107815650986,0.608553715152698,0.608067366077123,0.589453665550076,0.579901543304016,0.542927213438382,0.491698507782107,0.493336672411652,0.483066365764775,0.448603047881409,0.448654916446476,0.423390304195902,0.408923699564355,0.374722479476041,0.319441396440046,0.314708499952125,0.299531344380939,0.250735159361303,0.254898940533083,0.194565449841802,0.19530076856874,0.152011650340012,0.14599259521395,0.147675979212515,0.14381402166878,0.15159288986488,0.128429648202586,0.127929415941468,0.134697028592413,0.114255219427236,0.117871859897425,0.0933868069924886,0.0496007495388824,0.051377154717354,-0.00390832339542602,0.00089175090660909,-0.0228436055284398,-0.0141547346116981,-0.018944965112782,-0.0280933988446899,-0.0156389037495721,-0.0342952289810023,-0.0465601321457552,-0.0440101945124827,-0.0617385738699818,-0.0560518447760838,-0.0583743265735386,-0.0546781002482026,-0.0636413594293801,-0.0785559440377375,-0.0715506614493302,-0.0712889156030512,-0.0899563591469876,-0.0835773174040213,-0.101128661082821,-0.109341333027224,-0.120641918062961,-0.155805251674725,-0.145229137985357,-0.155235829622707,-0.17875503225617,-0.190774525176049,-0.214349496732144,-0.193925374572886,-0.24917124327626,-0.210933094695355,-0.228541321339418,-0.257438780295211,-0.245841721940094,-0.244077412416997,-0.27172700559211,-0.281259557827761,-0.271407261384749,-0.274288646442147,-0.275571931828396,-0.2772855447571,-0.286330507896833,-0.285033350650848,-0.319318655775241,-0.318089673999415,-0.332711461888568,-0.337709200596398,-0.359698229080002,-0.362612493542743,-0.373292719469409,-0.383134501641925,-0.398867727155555,-0.400078967613718,-0.399352047300631,-0.422135982393686,-0.422755676284748,-0.430347026287245,-0.440643450752817,-0.463236791643362,-0.435607559460617,-0.450536986550926,-0.468024895258797,-0.473357547552523,-0.508933372525799,-0.524595933088754,-0.532174336565249,-0.538974723607741,-0.567364455961642,-0.580052054070241,-0.59702641538617,-0.581358769319696,-0.595846474246321,-0.630795662986184,-0.623495250334638,-0.618657750349191,-0.620922415014531,-0.642001551986787,-0.65912792419384,-0.682321974260478,-0.66227357007176,-0.685541552057664,-0.697218622787803,-0.709033660130875,-0.71582457649771,-0.733260055897231
"MM-0010-06",1.46110584872587,1.44692732063522,1.1481125449512,1.0145978547644,0.941578793294065,0.902444320492693,0.891170243919478,0.871579234442304,0.838085155467165,0.797139165091751,0.814263623071245,0.796973075125977,0.7852216659101,0.679549866203062,0.686499509462967,0.665630273472666,0.653177761863863,0.639596630773512,0.638494345040247,0.610868278765317,0.620492353314186,0.612134650114615,0.608464431453924,0.591609721123474,0.578056224580545,0.545413415990633,0.507092326536491,0.497800997197876,0.493235291875064,0.459592392107091,0.430785111266343,0.421801333831832,0.419058069242332,0.388791252015609,0.318685407735165,0.327932383911556,0.31124376313649,0.237205013818025,0.266427872494927,0.202598119729545,0.199181374369606,0.146796070098461,0.140944678329996,0.118500922275697,0.139342883978222,0.121116442511299,0.132156710510194,0.137096052668702,0.123073603079496,0.132587188347234,0.123942224198172,0.0635482030976222,0.0477449460202184,0.0415180563706379,-0.00479433146719899,0.00686438806110168,-0.0338508527627059,-0.00825668190267415,-0.0282748656884966,-0.0204701936446439,-0.0266333475473104,-0.0355042712633891,-0.0175903318909256,-0.0431710606702396,-0.0568610587980007,-0.0426581086200066,-0.0700820118937768,-0.0661367148246796,-0.0498634923412773,-0.0741752373882552,-0.078949782267407,-0.0769576174542186,-0.0792157043538042,-0.0857529833218891,-0.123673511430334,-0.131209131795229,-0.119926889410819,-0.134295553998419,-0.146737394121784,-0.135701628470795,-0.158903864957503,-0.210470056146274,-0.210166842074818,-0.208500806096876,-0.225595239456176,-0.231307335265217,-0.219150534013535,-0.240640114158229,-0.243927273727688,-0.258297832914628,-0.284729669819736,-0.258138787188648,-0.271587597001261,-0.291283846976985,-0.304522498045847,-0.300366561551303,-0.283750237811959,-0.300366561551303,-0.304689095297378,-0.343070440725027,-0.3404768540719,-0.336513040178868,-0.361240053085726,-0.345670771565306,-0.361240053085726,-0.378130844908137,-0.372766025174018,-0.387860651396503,-0.42869773444872,-0.381003894110127,-0.403002781447702,-0.417817867232841,-0.45410259610165,-0.434372045115348,-0.46323685453822,-0.444859318275296,-0.465582438099939,-0.477393599028283,-0.465191125240318,-0.541377818373938,-0.553911174153565,-0.587827468459776,-0.552415926625167,-0.551349259857365,-0.577925308112692,-0.58650150141467,-0.611774008259628,-0.598946106462755,-0.597828663056725,-0.606803369918778,-0.639796053073128,-0.660507548890642,-0.652454449945052,-0.659794366880144,-0.68190002434375,-0.72407943471513,-0.723572720744318,-0.719023812217948,-0.717763890166439,-0.690929981980131
