"clr_col","met_label","rho","p_val","FDR","name"
"X113107_CLR","METAB_C18_002",0.00112570356472796,0.994499581576291,0.997781758413176,"Streptococcus australis"
"X113107_CLR","METAB_C18_009",-0.233583489681051,0.146885602887302,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_C18_012",0.025328330206379,0.876714461373874,0.99007988895443,"Streptococcus australis"
"X113107_CLR","METAB_C18_037",-0.0328330206378987,0.840601896745508,0.99007988895443,"Streptococcus australis"
"X113107_CLR","METAB_C18_042",0.377861163227017,0.0162212027381889,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_C18_022",0.0705440900562852,0.665340354830454,0.963159370802182,"Streptococcus australis"
"X113107_CLR","METAB_C18_031",-0.248405253283302,0.122207720234984,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_C18_039",0.05140712945591,0.752742043232851,0.99007988895443,"Streptococcus australis"
"X113107_CLR","METAB_C18_047",-0.0926829268292683,0.569480161664326,0.951260511033035,"Streptococcus australis"
"X113107_CLR","METAB_C18_026",0.0983114446529081,0.546159754937658,0.951260511033035,"Streptococcus australis"
"X113107_CLR","METAB_C18_043",0.332082551594747,0.0363048921764507,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_C18_044",0.0575984990619137,0.724068397414226,0.984440197818019,"Streptococcus australis"
"X113107_CLR","METAB_C18_049",0.170544090056285,0.292733061346483,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_005",0.104315196998124,0.521796913540871,0.951260511033035,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_021",-0.00469043151969981,0.977084440580642,0.997781758413176,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_036",0.0868667917448405,0.594046158954693,0.951355005215894,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_037",0.229268292682927,0.15471412911794,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_034",-0.319887429643527,0.0441978168968012,0.947039477718696,"Streptococcus australis"
"X113107_CLR","METAB_HILIC_015",0.154596622889306,0.340846890565571,0.947039477718696,"Streptococcus australis"
"X1259973_CLR","METAB_C18_002",-0.133583489681051,0.411214510062065,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_009",0.04953095684803,0.761498101479595,0.99007988895443,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_012",0.135647279549719,0.403958790328313,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_037",-0.00431519699812383,0.978917257915302,0.997781758413176,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_042",0.117636022514071,0.469729462071505,0.950471665177872,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_022",-0.109193245778612,0.502405455443702,0.951260511033035,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_031",-0.0818011257035648,0.615813321298885,0.951355005215894,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_039",0.180487804878049,0.265068541477398,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_047",-0.162851782363978,0.31536524630944,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_026",0.0146341463414634,0.928585798118153,0.997781758413176,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_043",-0.34108818011257,0.0312494437378867,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_044",0.00337711069418387,0.983499748377137,0.997781758413176,"Klebsiella electrica"
"X1259973_CLR","METAB_C18_049",-0.259474671669794,0.105910115713055,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_005",0.0448405253283302,0.78351468540759,0.99007988895443,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_021",-0.0664165103189494,0.683872053659433,0.965646868804309,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_036",-0.0219512195121951,0.893050364869828,0.99007988895443,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_037",0.00150093808630394,0.99266615213793,0.997781758413176,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_034",0.13921200750469,0.391600973545037,0.947039477718696,"Klebsiella electrica"
"X1259973_CLR","METAB_HILIC_015",-0.166791744840525,0.303638914984824,0.947039477718696,"Klebsiella electrica"
"X1303_CLR","METAB_C18_002",0.318011257035647,0.0455270178141814,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_009",-0.131332082551595,0.419213869248086,0.950471665177872,"Streptococcus oralis"
"X1303_CLR","METAB_C18_012",-0.122326454033771,0.45207604887862,0.950471665177872,"Streptococcus oralis"
"X1303_CLR","METAB_C18_037",0.197373358348968,0.222174056118623,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_042",0.144652908067542,0.373169761123158,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_022",-0.287804878048781,0.0717288248547599,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_031",0.0973733583489681,0.550014723192189,0.951260511033035,"Streptococcus oralis"
"X1303_CLR","METAB_C18_039",0.296998123827392,0.062736056320607,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_047",0.0388367729831145,0.811938324324093,0.99007988895443,"Streptococcus oralis"
"X1303_CLR","METAB_C18_026",-0.107317073170732,0.509820145518034,0.951260511033035,"Streptococcus oralis"
"X1303_CLR","METAB_C18_043",0.333583489681051,0.0354186992623885,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_044",-0.133771106941839,0.410551847579278,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_C18_049",0.166041275797373,0.305850774222831,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_005",0.0885553470919325,0.586866297311671,0.951355005215894,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_021",-0.00900562851782364,0.956017721734343,0.997781758413176,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_036",-0.253658536585366,0.114253434286688,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_037",0.209756097560976,0.193925287878847,0.947039477718696,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_034",0.0731707317073171,0.653647972994849,0.951971612187394,"Streptococcus oralis"
"X1303_CLR","METAB_HILIC_015",-0.117260787992495,0.471157350388912,0.950471665177872,"Streptococcus oralis"
"X1307_CLR","METAB_C18_002",0.190806754221388,0.238249027679035,0.947039477718696,"Streptococcus suis"
"X1307_CLR","METAB_C18_009",0.239774859287054,0.136166868920116,0.947039477718696,"Streptococcus suis"
"X1307_CLR","METAB_C18_012",-0.0200750469043152,0.902145161974925,0.99007988895443,"Streptococcus suis"
