"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_C18_001",0.115059601659072,-0.139653105228402,0.369772308546545,0.364389680819621,40,0.85987768148187,"PFBS_pgmL",0.10159762826496,-0.123313691916679,0.326508948446599
"METAB_C18_002",0.0746787933609515,-0.113373947016703,0.262731533738607,0.42454669867039,40,0.85987768148187,"PFBS_pgmL",0.0659413745377202,-0.100109195215749,0.23199194429119
"METAB_C18_003",0.134707076234131,-0.0605146489824607,0.329928801450722,0.169499915222733,40,0.852151102835553,"PFBS_pgmL",0.118946348314737,-0.0534344350515128,0.291327131680987
"METAB_C18_004",0.172226434132922,-0.067024782394189,0.411477650660032,0.152325798145406,40,0.852151102835553,"PFBS_pgmL",0.15207594133937,-0.0591828828540689,0.363334765532808
"METAB_C18_005",0.171704024509735,-0.0489931805886049,0.392401229608074,0.122857539559475,40,0.852151102835553,"PFBS_pgmL",0.151614653642096,-0.0432609784597381,0.34649028574393
"METAB_C18_006",0.0255719264984288,-0.166317428404954,0.217461281401811,0.787788732271391,40,0.903307938979077,"PFBS_pgmL",0.0225800110981126,-0.146858289281574,0.192018311477799
"METAB_C18_007",-0.0342089130308233,-0.223629210054557,0.155211383992911,0.715395341718047,40,0.901659802308126,"PFBS_pgmL",-0.030206470206217,-0.197464592478174,0.13705165206574
"METAB_C18_008",0.0792114851557578,-0.145778872850681,0.304201843162197,0.478492953550355,40,0.85987768148187,"PFBS_pgmL",0.0699437413925341,-0.128722744727152,0.26861022751222
"METAB_C18_009",-0.0821474347617063,-0.319952578809067,0.155657709285654,0.486746680039833,40,0.85987768148187,"PFBS_pgmL",-0.0725361848945867,-0.282518127088406,0.137445757299233
"METAB_C18_010",0.219661281336484,-0.0495132779921122,0.488835840665081,0.106229310266995,40,0.852151102835553,"PFBS_pgmL",0.193960911420116,-0.0437202244670351,0.431642047307266
"METAB_C18_011",0.0641132034377918,-0.199425892151139,0.327652299026723,0.623604685654448,40,0.888261451058106,"PFBS_pgmL",0.0566119586355701,-0.176093062769456,0.289316980040596
"METAB_C18_012",-0.0222833136034481,-0.277217503158986,0.23265087595209,0.859810389243028,40,0.903307938979077,"PFBS_pgmL",-0.0196761659118447,-0.244783055289385,0.205430723465695
"METAB_C18_013",0.0930260246451212,-0.132051094508471,0.318103143798713,0.406103389826653,40,0.85987768148187,"PFBS_pgmL",0.082141979761642,-0.11660111645098,0.280885075974264
"METAB_C18_014",0.0362542831877133,-0.251071236456246,0.323579802831673,0.798811041319659,40,0.903307938979077,"PFBS_pgmL",0.0320125320547508,-0.221695901790866,0.285720965900367
