"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_C18_001",0.222728222804648,-0.52913731341935,0.974593759028647,0.550490054935868,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_002",0.190752377996052,-0.361603175541293,0.743107931533397,0.486867664158741,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_003",0.192305965114481,-0.393014757111458,0.777626687340419,0.508148508058956,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_004",-0.529584547103289,-1.22821342669194,0.169044332485363,0.132405535920934,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_005",0.370013760115443,-0.288187944215518,1.0282154644464,0.260668475737245,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_006",0.255616048114801,-0.299701133870939,0.810933230100541,0.355466307042856,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_007",-0.233274615985096,-0.783079443146666,0.316530211176474,0.393886879331427,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_008",-0.124545486551665,-0.787541018774258,0.538450045670929,0.704514076538128,40,0.965462103631487,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_009",0.467571515911931,-0.214096208796032,1.14923924061989,0.171973386834768,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_010",0.253516691406666,-0.563440911010261,1.07047429382359,0.531813875624219,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_011",-0.0748811697347736,-0.849553427408554,0.699791087939006,0.845156091639274,40,0.965462103631487,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_012",-0.0863471146592887,-0.833041344048047,0.66034711472947,0.815283407402573,40,0.965462103631487,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_013",0.202880379695106,-0.459857366284329,0.865618125674541,0.537339223018076,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_014",-0.0834138321217778,-0.925626710929275,0.75879904668572,0.841396644380812,40,0.965462103631487,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_015",0.0447552910141987,-0.646520541612236,0.736031123640633,0.895907103559236,40,0.965462103631487,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_016",-0.552397537040355,-1.18477411340566,0.0799790393249515,0.0846888087443103,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_C18_017",0.410517181075269,-0.827448724148455,1.64848308629899,0.504235883547897,40,0.917483424893114,"N.MeFOSAA_Detect",NA,NA,NA
