"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_HILIC_001",0.0895091108198802,-0.738572845144881,0.917591066784641,0.82713243588149,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_002",0.0957019917174407,-0.534277899719712,0.725681883154593,0.758995735241486,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_003",0.0100618445443828,-0.679121481010211,0.699245170098976,0.9764602775897,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_004",0.18061865239171,-0.683265984816684,1.0445032896001,0.673048753503757,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_005",0.233355219476847,-0.450546367260256,0.91725680621395,0.492055670111498,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_006",0.0620646474346142,-0.67048607078701,0.794615365656239,0.864070681784667,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_007",-0.102435217636711,-0.856214817196216,0.651344381922794,0.783706242948119,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_008",-0.236563133745077,-0.975725228938335,0.502598961448182,0.519117836830025,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_009",0.709451157995705,0.0221608200324878,1.39674149595892,0.0434555197483882,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_010",-0.519632684982419,-1.3351337208014,0.29586835083656,0.203591871190417,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_011",0.177882201463086,-0.639787409404658,0.99555181233083,0.660652919226645,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_012",0.208741088707868,-0.504879341520255,0.922361518935991,0.555484497784207,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_013",0.402839265940666,-0.450224971419009,1.25590350330034,0.343315853157244,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_014",0.0543328080083709,-0.719567242628714,0.828232858645456,0.887182184253565,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_015",0.144173231467168,-0.577518097457679,0.865864560392015,0.68677518964677,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_016",-0.731033853868096,-1.47447729856861,0.0124095908324179,0.0537165656668543,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_017",-0.99727669622914,-2.81310293389203,0.818549541433751,0.271590957820839,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_018",1.60022069464402,0.0145744948399005,3.18586689444814,0.0480513997607952,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_019",-1.07422001864072,-2.43356492060684,0.2851248833254,0.117289340280614,40,0.670224801603507,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_020",-0.735562404735174,-2.22271753685626,0.751592727385911,0.321258003597998,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_021",0.0891981139840453,-1.82151988890705,1.99991611687514,0.924836133615325,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_022",-0.919619808284539,-2.48176810968071,0.642528493111636,0.239285344690465,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_023",0.167163713513451,-1.12846923845758,1.46279666548448,0.794384075958292,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_024",0.328055477721244,-0.990486845599304,1.64659780104179,0.615775074756111,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_025",0.597516222142374,-0.718178097132368,1.91321054141712,0.361856872152105,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_026",-0.576102386422472,-2.00161230079597,0.849407527951023,0.416486220529472,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_027",-0.320165017461205,-1.93021334324873,1.28988330832632,0.688133797110008,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_028",-1.86174638401134,-3.46755536342052,-0.255937404602153,0.0244496339664606,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_029",0.0510032403498508,-1.55578468405032,1.65779116475002,0.948849278651138,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_030",0.149212344326098,-1.34079980932014,1.63922449797234,0.839659338626491,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_031",-0.706808311822725,-2.39518404633093,0.98156742268548,0.400149012691442,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_032",-0.433639190067677,-1.86115127604417,0.993872895908814,0.540451465816066,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_033",-1.39058414491636,-2.71480276671854,-0.0663655231141671,0.040164299170023,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_034",-0.420316943724049,-1.67483030901965,0.834196421571553,0.499857778601609,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_035",-0.284840894150486,-1.40515830937585,0.835476521074874,0.608096830876523,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_036",-0.0414982203202905,-1.53149000985012,1.44849356920954,0.955112034287765,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_037",1.27005436926899,-0.0301064167353831,2.57021515527337,0.0552194083050645,40,0.36812938870043,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_038",-0.29785626181255,-1.68941623094438,1.09370370731928,0.665767563165952,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_039",0.444412191124592,-0.677580697778972,1.56640508002816,0.425730622948389,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_040",-0.0564265027568097,-1.24955512602854,1.13670212051492,0.923857316130775,40,0.9764602775897,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_001",-0.841242256323195,-1.56845897989664,-0.114025532749746,0.0247455093173401,40,0.329940124231201,"PFBA_Detect",NA,NA,NA
"METAB_HILIC_002",-0.836923602859968,-1.35547722185643,-0.318369983863503,0.00245920884275629,40,0.0983683537102514,"PFBA_Detect",NA,NA,NA
"METAB_HILIC_003",0.0855138629793999,-0.568919319092105,0.739947045050904,0.791821030780713,40,0.91870837188564,"PFBA_Detect",NA,NA,NA
