"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_HILIC_001",-0.044496508678704,-0.201924017738182,0.112931000380774,0.568821863469891,40,0.875110559184448,"PFBS_pgmL",-0.0392904171632956,-0.178298907662814,0.0997180733362233
"METAB_HILIC_002",0.0108267207933588,-0.116684588301354,0.138338029888072,0.863778656058547,40,0.962746549542783,"PFBS_pgmL",0.00955999446053578,-0.103032491470096,0.122152480391167
"METAB_HILIC_003",-0.0805317183052251,-0.229294721846016,0.068231285235566,0.278391027360358,40,0.838004900123669,"PFBS_pgmL",-0.0711095072635138,-0.202467239390032,0.0602482248630048
"METAB_HILIC_004",0.0740151178957352,-0.103317679738264,0.251347915529735,0.401544500293693,40,0.838004900123669,"PFBS_pgmL",0.0653553491019341,-0.0912295112088874,0.221940209412756
"METAB_HILIC_005",-0.141718025557688,-0.279531146162943,-0.00390490495243273,0.0442063734020041,40,0.466511718113023,"PFBS_pgmL",-0.125137016567439,-0.246826002061879,-0.0034480310729981
"METAB_HILIC_006",-0.0206315040885028,-0.195192456352869,0.153929448175863,0.811287136293525,40,0.962746549542783,"PFBS_pgmL",-0.0182176181101479,-0.172354938959583,0.135919702739287
"METAB_HILIC_007",-0.0322517283758496,-0.20729251960024,0.142789062848541,0.709905958602912,40,0.962746549542783,"PFBS_pgmL",-0.0284782761558752,-0.183039294807012,0.126082742495262
"METAB_HILIC_008",0.159347522199415,-0.00595012498314754,0.324645169381977,0.0583139647641279,40,0.466511718113023,"PFBS_pgmL",0.140703862102083,-0.00525396036011927,0.286661684564286
"METAB_HILIC_009",-0.0629572535139676,-0.204443063967074,0.0785285569391388,0.371510124168591,40,0.838004900123669,"PFBS_pgmL",-0.0555912548528333,-0.180523225482926,0.0693407157772595
"METAB_HILIC_010",-0.102006943973732,-0.270573500787386,0.0665596128399222,0.226690903876323,40,0.824330559550266,"PFBS_pgmL",-0.0900721315288052,-0.238916401195262,0.0587721381376513
"METAB_HILIC_011",-0.00291329680837558,-0.171954008883989,0.166127415267238,0.972214005596143,40,0.995106714519377,"PFBS_pgmL",-0.00257244108179564,-0.151835389844562,0.146690507680971
"METAB_HILIC_012",0.0518673689782127,-0.116797177015728,0.220531914972154,0.535500099464984,40,0.875110559184448,"PFBS_pgmL",0.0457988868077618,-0.103131907304888,0.194729680920412
"METAB_HILIC_013",-0.0324587518048506,-0.17357326943501,0.108655765825309,0.642582025431195,40,0.917974322044564,"PFBS_pgmL",-0.0286610778436831,-0.153265196911114,0.0959430412237479
"METAB_HILIC_014",-0.0476402913602187,-0.233438632505474,0.138158049785037,0.605067524904226,40,0.896396333191445,"PFBS_pgmL",-0.0420663772710731,-0.206126312502334,0.121993557960188
"METAB_HILIC_015",0.0740088376746155,-0.0600704393921058,0.208088114741337,0.269231223289505,40,0.838004900123669,"PFBS_pgmL",0.0653498036666855,-0.0530421979832294,0.1837418053166
"METAB_HILIC_016",0.0882672842839016,-0.129191096134245,0.305725664702048,0.414473318723671,40,0.838004900123669,"PFBS_pgmL",0.0779400120226851,-0.114075737886539,0.269955761931909
"METAB_HILIC_017",-0.211145262691157,-0.458165232224876,0.0358747068425612,0.0912724590247047,40,0.54501750709335,"PFBS_pgmL",-0.186441266956292,-0.404559900054565,0.0316773661419816
"METAB_HILIC_018",0.0372390849234833,-0.287246817003074,0.361724986850041,0.816656294400787,40,0.962746549542783,"PFBS_pgmL",0.0328821119874357,-0.253638939413715,0.319403163388586
"METAB_HILIC_019",0.27178066256128,0.000280911829401764,0.543280413293158,0.0497772381911819,40,0.466511718113023,"PFBS_pgmL",0.23998232504161,0.000248045145361758,0.479716604937859
"METAB_HILIC_020",-0.0313190562572866,-0.345527741590297,0.282889629075723,0.840394503175459,40,0.962746549542783,"PFBS_pgmL",-0.0276547266751841,-0.305100995824232,0.249791542473864
"METAB_HILIC_021",0.140706728847436,-0.229868243320852,0.511281701015723,0.444949807512017,40,0.838004900123669,"PFBS_pgmL",0.124244041572286,-0.202973658852312,0.451461741996883
"METAB_HILIC_022",0.157286466520291,-0.16696969008717,0.481542623127751,0.330539528154987,40,0.838004900123669,"PFBS_pgmL",0.138883949937417,-0.147434236346971,0.425202136221804
