"Metabolite","Estimate","CI_lo","CI_hi","P_value","N","FDR","PFAS","Beta_IQR","CI_lo_IQR","CI_hi_IQR"
"METAB_HILIC_001",-0.0585046633495274,-0.804657694095788,0.687648367396733,0.87411127575908,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_002",0.190370758765189,-0.40748725133135,0.788228768861729,0.521222707563607,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_003",-0.102570806005356,-0.816565944607857,0.611424332597145,0.771701002030323,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_004",0.67448308742981,-0.135807339936347,1.48477351479597,0.0996840877228744,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_005",-0.206062716285662,-0.895305899038877,0.483180466467553,0.546836394691488,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_006",-0.036177710992226,-0.860255795264625,0.787900373280173,0.929303045496372,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_007",0.534731609889004,-0.270070011756572,1.33953323153458,0.185413904390528,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_008",0.573091686750396,-0.226074804148953,1.37225817764974,0.153845275542604,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_009",0.298293154590957,-0.369045182781277,0.965631491963192,0.36937309377498,40,0.984994916733279,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_010",-0.0137981314367929,-0.827600560435859,0.800004297562273,0.97266388609222,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_011",0.195564136703528,-0.59873147403815,0.989859747445205,0.61944177050753,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_012",-0.0819801806320996,-0.88191984914302,0.717959487878821,0.835965796004072,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_013",0.455245528208113,-0.192268906124701,1.10275996254093,0.161811823899131,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_014",0.877173034696677,0.0556263453453875,1.69871972404797,0.0371428448498245,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_015",-0.0411107417699791,-0.685788924609784,0.603567441069826,0.897463362961302,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_016",-0.334870220692922,-1.36452317069788,0.694782729312031,0.512417125159563,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_017",-0.482327959612188,-1.6890766549272,0.724420735702823,0.421578608100797,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_018",-1.4277087927736,-2.87083946808059,0.0154218825333821,0.0523524336543537,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_019",-0.0166330106299881,-1.37799349625741,1.34472747499744,0.980299556689912,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_020",0.968758503737552,-0.472768907363677,2.41028591483878,0.180565834435086,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_021",-1.21022673188273,-2.91989409032735,0.499440626561884,0.159049699911824,40,0.674232379601921,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_022",-0.91479191560445,-2.43218152227983,0.602597691070925,0.228399358992223,40,0.69438938758022,"N.MeFOSAA_Detect",NA,NA,NA
"METAB_HILIC_023",0.160687118492873,-1.20230565531599,1.52367989230174,0.811753540239614,40,0.986671260383517,"N.MeFOSAA_Detect",NA,NA,NA
